일시,최저기온(°C),최고기온(°C),강수량,최대 풍속(m/s),최다풍향,평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),총거래물량(kg)
2020-12-29,-4.8,7.8,0.0,7.8,290.0,-3.4,77.8,993.7,74520.0
2020-12-30,-11.4,-0.8,0.0,10.0,290.0,-17.0,51.9,992.7,49600.0
2020-12-31,-14.3,-3.9,0.0,9.5,290.0,-16.4,53.1,997.5,14640.0
2021-01-04,-10.8,2.6,0.0,7.2,320.0,-13.0,47.6,1004.2,91600.0
2021-01-05,-7.5,0.6,0.0,9.5,290.0,-14.1,45.5,1001.0,87801.0
2021-01-06,-12.3,-2.9,0.0,7.7,290.0,-17.5,47.6,996.3,71715.0
2021-01-07,-14.4,-6.5,0.9,11.7,290.0,-24.5,36.6,995.5,80254.0
2021-01-08,-17.0,-9.4,0.72,9.0,290.0,-23.6,40.8,995.0,51440.0
2021-01-09,-15.0,-7.2,0.54,8.0,290.0,-21.3,41.9,995.7,14140.0
2021-01-11,-14.0,-3.6,0.18,2.8,160.0,-13.9,66.0,999.4,73570.0
2021-01-12,-14.6,2.1,0.0,4.1,160.0,-11.1,66.9,991.9,53770.0
2021-01-13,-4.6,8.6,0.02,5.9,270.0,-3.4,67.0,990.1,114460.0
2021-01-14,-3.4,9.3,0.04,7.1,320.0,-8.8,49.5,996.4,86345.0
2021-01-15,-4.5,11.4,0.06,8.9,290.0,-3.4,65.0,991.3,133960.0
2021-01-16,-5.9,4.1,0.08,7.1,290.0,-9.6,56.3,996.6,43272.0
2021-01-18,-10.6,0.7,5.0,10.5,290.0,-9.3,74.4,994.3,137760.0
2021-01-19,-15.6,-1.1,4.0,3.6,320.0,-15.5,58.9,1005.0,95859.0
2021-01-20,-14.4,4.1,3.0,3.1,320.0,-11.5,67.0,1004.7,133952.0
2021-01-21,-8.9,7.1,2.0,2.9,320.0,-4.8,76.6,998.7,148140.0
2021-01-22,1.9,11.0,0.6,2.7,320.0,4.1,92.6,994.2,156135.0
2021-01-23,1.5,9.4,1.075,5.7,140.0,2.3,84.1,995.9,76990.0
2021-01-25,-2.6,10.4,2.025,3.5,320.0,-0.5,82.1,1002.0,193099.0
2021-01-26,0.1,6.4,2.5,5.9,290.0,2.1,87.0,994.0,187433.0
2021-01-27,-2.4,7.4,1.4,6.7,290.0,-6.5,53.0,996.1,143390.0
2021-01-28,-8.1,3.9,0.3,11.9,290.0,-9.7,63.3,989.1,151060.0
2021-01-29,-11.2,-3.9,2.0,11.0,290.0,-20.9,34.1,996.8,107690.0
2021-01-30,-10.3,5.0,3.7,8.2,290.0,-11.5,49.3,999.5,83485.0
2021-02-01,-1.7,8.0,7.1,8.3,290.0,1.3,88.9,990.7,198583.0
2021-02-02,-5.6,3.2,3.55,9.9,290.0,-16.2,39.4,996.2,167555.0
2021-02-03,-8.3,1.0,0.0,7.8,290.0,-14.7,46.0,998.5,139350.0
2021-02-04,-4.1,1.2,0.4,9.6,290.0,-13.6,43.0,998.0,140998.0
2021-02-05,-7.4,6.6,0.39,6.4,160.0,-9.3,49.6,995.4,97863.0
2021-02-06,-3.1,11.0,0.38,6.3,180.0,-3.5,61.5,990.2,70480.0
2021-02-08,-4.2,1.1,0.36,8.5,290.0,-14.4,39.5,998.9,98885.0
2021-02-09,-5.8,3.9,0.35,8.3,290.0,-12.9,39.9,1000.7,18440.0
2021-02-10,-5.5,6.2,0.34,8.2,290.0,-4.7,62.1,999.0,24575.0
2021-02-15,-3.8,8.5,0.3,11.9,320.0,-3.6,65.8,982.9,11740.0
2021-02-16,-7.8,-1.9,0.1,10.1,290.0,-12.9,52.8,988.5,17090.0
2021-02-17,-10.1,-5.3,0.0916666667,10.3,290.0,-18.1,45.4,988.6,26935.0
2021-02-18,-10.8,-2.5,0.0833333333,8.5,290.0,-16.5,45.4,994.0,10320.0
2021-02-19,-7.9,8.5,0.075,9.3,320.0,-7.4,55.8,990.8,21130.0
2021-02-20,-0.9,15.0,0.0666666667,10.0,320.0,-2.5,56.5,984.6,15844.0
2021-02-22,2.8,17.8,0.05,9.3,290.0,-1.0,47.0,987.4,65660.0
2021-02-23,-1.4,7.0,0.0416666667,7.3,290.0,-14.0,29.6,997.6,90949.0
2021-02-24,-3.5,10.6,0.0333333333,3.6,160.0,-8.0,49.8,999.6,75494.0
2021-02-25,-3.8,9.0,0.025,2.6,320.0,-1.7,73.3,998.5,40310.0
2021-02-26,-1.6,12.4,0.0166666667,5.3,320.0,-2.9,62.3,999.1,28200.0
2021-02-27,-1.5,9.5,0.00833333333,5.7,320.0,-2.3,68.3,1005.4,4920.0
2021-03-01,0.4,10.2,77.0,2.9,160.0,5.3,96.4,990.4,39147.0
2021-03-02,-1.6,4.9,3.1,4.6,290.0,-1.6,81.0,998.2,34730.0
2021-03-03,-3.1,7.0,2.05,2.9,140.0,-1.8,81.9,1004.2,49363.0
2021-03-04,-1.7,9.3,1.0,4.6,160.0,1.0,84.3,999.5,49500.0
2021-03-05,0.2,16.2,2.35,5.6,320.0,3.0,78.1,994.9,64035.0
2021-03-06,1.7,10.2,3.7,4.1,110.0,-0.6,72.0,1003.0,19980.0
2021-03-08,-1.9,13.4,6.4,4.4,160.0,-1.5,70.0,1001.6,94610.0
2021-03-09,-0.2,13.9,7.75,7.5,290.0,-1.4,58.9,999.1,50870.0
2021-03-10,-1.6,14.9,9.1,8.1,160.0,-1.3,61.6,1003.2,60214.0
2021-03-11,-1.6,17.1,10.45,3.7,160.0,-0.1,63.1,1000.6,48680.0
2021-03-12,5.2,9.2,11.8,2.8,290.0,4.3,81.8,996.3,36670.0
2021-03-13,-0.2,15.1,8.85,5.4,290.0,2.0,69.0,995.3,8665.0
2021-03-15,0.0,16.9,2.95,4.9,320.0,1.7,62.1,991.1,69153.0
2021-03-16,7.2,16.0,0.0,9.5,290.0,-0.1,49.6,988.1,60712.0
2021-03-17,-0.7,16.7,0.575,4.0,140.0,-0.2,59.9,994.1,55288.0
2021-03-18,2.8,14.8,1.15,2.7,160.0,3.6,71.1,996.3,55060.0
2021-03-19,5.9,15.2,1.725,4.8,160.0,3.1,63.8,996.2,38886.0
2021-03-20,4.1,10.0,2.3,4.9,320.0,6.5,93.4,988.5,15388.0
2021-03-22,1.5,10.5,7.05,8.6,290.0,-6.8,41.6,993.7,58492.0
2021-03-23,-1.2,17.0,14.1,7.6,290.0,-3.6,43.5,995.1,51036.0
2021-03-24,5.0,17.7,21.15,5.8,290.0,-3.0,38.6,994.8,52830.0
2021-03-25,4.3,19.8,28.2,7.2,320.0,0.0,43.3,995.1,52922.0
2021-03-26,2.0,21.7,35.25,3.8,160.0,-1.7,43.8,996.0,50600.0
2021-03-27,5.0,16.2,42.3,2.7,320.0,6.2,80.5,988.3,5275.0
2021-03-29,7.4,15.6,14.21666667,9.6,290.0,-0.4,46.3,981.8,59815.0
2021-03-30,5.6,18.8,21.73333333,6.1,290.0,-4.3,33.1,986.7,39400.0
2021-03-31,0.9,21.6,29.25,3.1,320.0,-0.3,51.5,990.3,38620.0
2021-04-01,3.1,19.9,36.76666667,5.1,320.0,0.3,51.6,996.8,70981.0
2021-04-02,5.4,20.4,44.28333333,3.7,140.0,4.8,55.8,996.8,34400.0
2021-04-03,11.0,17.2,51.8,2.8,180.0,10.8,87.1,989.4,9590.0
2021-04-05,-0.5,17.2,17.975,2.7,320.0,-0.9,61.3,997.1,65570.0
2021-04-06,2.6,19.4,21.15,8.4,290.0,0.0,50.1,994.1,53496.0
2021-04-07,4.9,20.5,24.325,7.9,290.0,-0.2,41.4,993.3,69310.0
2021-04-08,7.8,18.2,27.5,7.0,320.0,-1.0,39.5,992.3,41004.0
2021-04-09,1.8,13.6,30.675,5.3,320.0,1.0,64.6,1001.3,40160.0
2021-04-10,-0.2,17.2,33.85,3.7,320.0,1.2,64.6,1005.9,6480.0
2021-04-12,7.6,14.0,40.2,2.3,320.0,6.3,79.5,995.5,57097.2
2021-04-13,6.2,16.2,6.0,9.6,290.0,5.8,71.8,986.0,37860.0
2021-04-14,4.1,14.7,4.1,8.6,290.0,-3.4,43.6,992.4,67072.0
2021-04-15,0.9,16.9,2.2,6.3,160.0,-1.6,52.0,993.7,46215.0
2021-04-16,3.8,16.5,0.3,6.2,320.0,4.7,70.0,991.5,48650.0
2021-04-17,3.4,15.3,0.0,10.4,320.0,0.0,55.5,988.7,9370.0
2021-04-19,4.4,20.1,0.0,9.5,290.0,0.0,39.4,991.1,90164.2
2021-04-20,8.0,26.3,0.0,8.2,140.0,1.9,38.8,994.8,61020.0
2021-04-21,6.9,27.3,0.0,3.6,320.0,5.2,51.8,997.1,72240.0
2021-04-22,12.1,26.9,0.0,5.1,140.0,5.0,47.0,995.8,45580.0
2021-04-23,10.0,17.8,0.0,3.7,320.0,2.0,45.1,996.9,29870.0
2021-04-24,8.1,22.8,0.0,4.7,160.0,3.0,49.1,995.2,6440.0
2021-04-26,1.3,19.7,0.0,3.9,320.0,0.7,54.9,997.4,42095.0
2021-04-27,6.8,20.3,0.0,4.8,160.0,6.0,60.9,993.3,44480.0
2021-04-28,9.8,20.1,0.0,7.7,320.0,3.3,48.1,990.8,66650.0
2021-04-29,9.2,19.5,0.0,5.8,320.0,4.7,52.5,982.0,14600.0
2021-04-30,8.8,15.3,5.7,8.2,320.0,6.7,75.3,979.4,43180.0
2021-05-01,7.7,11.4,6.8,7.7,320.0,6.6,85.0,979.9,4160.0
2021-05-03,3.7,21.9,11.45,7.4,320.0,3.2,55.9,992.5,63000.0
2021-05-04,8.0,17.4,22.1,2.5,110.0,10.0,81.1,986.8,66645.0
2021-05-05,11.0,19.1,2.9,10.4,290.0,1.9,45.8,986.5,39400.0
2021-05-06,3.2,21.9,2.55,5.3,110.0,3.4,54.0,991.6,45230.0
2021-05-07,6.3,19.1,2.2,9.2,320.0,5.0,60.4,982.3,48495.0
2021-05-08,4.8,23.1,6.9,7.9,250.0,4.8,54.5,979.7,7270.0
2021-05-10,6.8,13.6,16.3,5.6,290.0,8.1,90.8,989.8,88200.0
2021-05-11,8.1,21.1,0.1,4.2,160.0,7.8,71.4,991.5,69501.0
2021-05-12,7.0,23.6,0.4,3.2,320.0,5.2,55.5,989.7,80650.0
2021-05-13,8.4,28.4,0.7,3.1,320.0,10.9,67.0,987.6,37350.0
2021-05-14,11.9,28.3,1.0,3.5,320.0,14.0,70.8,987.9,40550.0
2021-05-15,16.6,20.4,1.3,1.9,320.0,17.5,93.9,984.0,3600.0
2021-05-17,14.1,16.1,9.8,2.8,140.0,14.8,99.3,982.4,37110.0
2021-05-18,13.8,22.2,7.4,4.3,140.0,14.5,87.0,985.8,36210.0
2021-05-19,12.6,27.3,5.0,5.0,140.0,11.9,69.6,987.0,20860.0
2021-05-20,14.0,19.4,2.6,5.4,320.0,12.7,81.1,981.9,16940.0
2021-05-21,12.3,17.6,0.8,5.0,160.0,13.5,91.6,980.6,16290.0
2021-05-22,10.3,23.7,1.2,7.1,290.0,12.5,69.4,985.1,1150.0
2021-05-24,16.2,24.2,2.0,6.6,290.0,9.5,53.5,982.7,30830.0
2021-05-25,8.3,19.1,2.4,9.7,320.0,6.7,68.3,982.5,33740.0
2021-05-26,6.2,20.9,2.6,2.5,320.0,8.5,74.3,984.8,33560.0
2021-05-27,11.4,19.8,2.8,6.5,320.0,11.7,83.8,977.9,37764.0
2021-05-28,8.3,17.9,14.1,8.5,290.0,10.9,91.1,977.5,25140.0
2021-05-29,11.2,22.2,0.0,8.6,290.0,9.8,68.3,981.6,2176.0
2021-05-31,13.4,23.5,3.4,2.8,320.0,14.7,83.0,988.2,51000.0
2021-06-01,13.7,26.4,10.8,4.4,320.0,15.1,77.1,990.4,53480.0
2021-06-02,15.2,28.6,18.2,3.7,320.0,14.5,68.5,989.1,68320.0
2021-06-03,13.9,19.7,25.6,3.2,320.0,16.0,94.9,980.9,64670.0
2021-06-04,12.2,23.8,0.0,7.2,320.0,11.0,67.3,977.2,67110.0
